0,Brand,Model,Price,Fuel,Variant,KMS_driven
2704,2014 Honda City,i VTEC CVT SV,5.85 Lakh,Petrol,Automatic,"33,549 kms"
2705,2016 Mahindra Scorpio,S2 9 Seater,7.80 Lakh,Diesel,Manual,"30,000 kms"
2706,2014 Hyundai i20,Magna,3.46 Lakh,Petrol,Manual,"47,183 kms"
2707,2016 Maruti Ciaz,VDi Plus,6.95 Lakh,Diesel,Manual,"11,000 kms"
2708,2019 Volvo XC60,Inscription D5 BSIV,49.50 Lakh,Diesel,Automatic,"50,000 kms"
2709,2014 Mini Cooper,D High,16.50 Lakh,Diesel,Automatic,"19,000 kms"
2710,2020 Kia Seltos,HTX IVT G,15.99 Lakh,Petrol,Automatic,"57,125 kms"
2711,2020 Kia Seltos,HTK Plus AT D,15.98 Lakh,Diesel,Automatic,"36,000 kms"
2712,2014 Audi A6,2.0 TDI Technology,13.72 Lakh,Diesel,Automatic,"35,000 kms"
2713,2017 Hyundai Creta,1.6 CRDi SX Option,8.90 Lakh,Diesel,Manual,"27,431 kms"
2714,2016 Toyota Corolla Altis,VL AT,10.00 Lakh,Petrol,Automatic,"29,370 kms"
2715,2018 Toyota Camry,2.5 Hybrid,26.50 Lakh,Petrol,Automatic,"50,000 kms"
2716,2018 Mahindra Bolero,SLX 4WD,6.90 Lakh,Diesel,Manual,"37,000 kms"
2717,2021 MG Hector,Shine CVT,17.50 Lakh,Petrol,Automatic,"7,300 kms"
2718,2020 Maruti Wagon R,CNG LXI Opt,6.15 Lakh,CNG,Manual,"43,305 kms"
2719,2020 Mercedes-Benz AMG GLC 43,4MATIC Coupe,57.25 Lakh,Petrol,Automatic,"39,000 kms"
2720,2019 Hyundai Creta,1.6 SX Option,12.75 Lakh,Petrol,Manual,"21,600 kms"
2721,2014 Mercedes-Benz B Class,B180 CDI,10.50 Lakh,Diesel,Automatic,"30,000 kms"
2722,2017 Hyundai Grand i10,Sportz Plus,4.75 Lakh,Petrol,Manual,"37,000 kms"
2723,2017 Hyundai Creta,1.6 SX Option,8.75 Lakh,Petrol,Manual,"40,000 kms"
2724,2011 Maruti Wagon R,LXI,2.25 Lakh,Petrol,Manual,"49,592 kms"
2725,2015 Honda Amaze,S i-Vtech,4.00 Lakh,Petrol,Manual,"50,000 kms"
2726,2014 Audi Q3,2.0 TDI Quattro Premium Plus,12.90 Lakh,Diesel,Automatic,"48,112 kms"
2727,2019 Hyundai Creta,1.4 E Plus CRDi,10.50 Lakh,Diesel,Manual,"10,501 kms"
2728,2017 Honda City,i DTec VX,10.50 Lakh,Diesel,Manual,"46,206 kms"
2729,2019 Hyundai Creta,1.6 VTVT SX Plus,11.75 Lakh,Petrol,Manual,"20,000 kms"
2730,2017 Mercedes-Benz GLA Class,200 d Sport,25.90 Lakh,Diesel,Automatic,"12,000 kms"
2731,2018 Hyundai Creta,1.4 E Plus CRDi,8.10 Lakh,Diesel,Manual,"23,300 kms"
2732,2016 Volkswagen Ameo,1.5 TDI Highline,5.50 Lakh,Diesel,Manual,"25,200 kms"
2733,2021 Skoda Rapid,1.6 MPI AT Style BSIV,11.50 Lakh,Petrol,Automatic,"81,110 kms"
2734,2008 Maruti SX4,ZXI MT BSIV,1.35 Lakh,Petrol,Manual,"30,685 kms"
2735,2018 Honda City,i-VTEC VX,10.75 Lakh,Petrol,Manual,"23,000 kms"
2736,2015 Skoda Octavia,Elegance 1.8 TSI AT,10.50 Lakh,Petrol,Automatic,"50,000 kms"
2737,2018 Maruti Swift,ZDI Plus,6.50 Lakh,Diesel,Manual,"73,400 kms"
2738,2017 Audi Q3,30 TDI Premium FWD,26.00 Lakh,Diesel,Automatic,"22,700 kms"
2739,2015 BMW 5 Series,520d Luxury Line,23.00 Lakh,Diesel,Automatic,"41,000 kms"
2740,2018 Hyundai Creta,1.6 VTVT SX Plus,13.50 Lakh,Petrol,Manual,"11,202 kms"
2741,2021 MG Gloster,Sharp 7-Str,41.00 Lakh,Diesel,Automatic,"1,20,000 kms"
2742,2018 Hyundai Verna,VTVT 1.6 AT SX Option,10.75 Lakh,Petrol,Automatic,"53,600 kms"
2743,2019 Ford Endeavour,Titanium Plus 4X4,34.50 Lakh,Diesel,Automatic,"72,000 kms"
2744,2021 BMW 3 Series,330i Sport,45.25 Lakh,Petrol,Automatic,"40,000 kms"
2745,2012 Honda City,1.5 S AT,4.25 Lakh,Petrol,Automatic,"75,000 kms"
2746,2018 Maruti Alto K10,VXI AMT,3.90 Lakh,Petrol,Automatic,"9,000 kms"
2747,2021 Toyota Innova Crysta,2.4 GX 7 STR,20.90 Lakh,Diesel,Manual,"95,000 kms"
2748,2015 Hyundai Creta,1.6 CRDi SX Option,8.50 Lakh,Diesel,Manual,"65,000 kms"
2749,2015 Volkswagen Polo,1.5 TDI Highline,3.90 Lakh,Diesel,Manual,"12,000 kms"
2750,2019 Mercedes-Benz C-Class,Progressive C 200,45.00 Lakh,Petrol,Automatic,"50,000 kms"
2751,2018 Hyundai Creta,1.6 SX Automatic,13.50 Lakh,Petrol,Automatic,"15,000 kms"
2752,2020 Toyota Innova Crysta,2.7 GX 8 STR,17.75 Lakh,Petrol,Manual,"29,300 kms"
2753,2014 Mahindra Scorpio,1.99 S4,7.00 Lakh,Diesel,Manual,"21,078 kms"
2754,2022 Tata Harrier,XTA Plus Dark Edition AT,21.75 Lakh,Diesel,Automatic,"33,000 kms"
2755,2015 Audi Q5,3.0 TDI Quattro Technology,26.00 Lakh,Diesel,Automatic,"10,000 kms"
2756,2017 Hyundai Creta,1.6 SX Automatic,10.75 Lakh,Petrol,Automatic,"26,610 kms"
2757,2011 Toyota Etios,V,2.75 Lakh,Petrol,Manual,"50,000 kms"
2758,2015 Hyundai Verna,1.6 SX,5.75 Lakh,Diesel,Manual,"70,000 kms"
2759,2014 Mahindra XUV500,W6 2WD,5.45 Lakh,Diesel,Manual,"19,000 kms"
2760,2017 BMW 3 Series GT,Luxury Line,31.00 Lakh,Diesel,Automatic,"65,200 kms"
2761,2021 Maruti Ertiga,VXI Petrol,9.15 Lakh,Petrol,Manual,"21,000 kms"
2762,2014 Toyota Fortuner,4x2 Manual,13.80 Lakh,Diesel,Manual,"48,102 kms"
2763,2015 Audi Q5,30 TDI quattro Premium Plus,15.40 Lakh,Diesel,Automatic,"30,234 kms"
2764,2012 BMW 5 Series,520d,9.50 Lakh,Diesel,Automatic,"32,153 kms"
2765,2018 Ford Endeavour,3.2 Titanium AT 4X4,29.50 Lakh,Diesel,Automatic,"35,000 kms"
2766,2014 Audi A6,2.0 TDI Premium Plus,12.99 Lakh,Diesel,Automatic,"38,000 kms"
2767,2017 Maruti Ciaz,1.4 Delta,6.80 Lakh,Petrol,Manual,"50,000 kms"
2768,2014 Land Rover Freelander 2,SE,14.45 Lakh,Diesel,Automatic,"39,000 kms"
2769,2018 Hyundai Grand i10,1.2 Kappa Asta,5.50 Lakh,Petrol,Manual,"2,691 kms"
2770,2015 Land Rover Discovery Sport,SD4 HSE Luxury,25.75 Lakh,Diesel,Automatic,"29,780 kms"
2771,2021 Mercedes-Benz A-Class Limousine,A 200,42.50 Lakh,Petrol,Automatic,"31,948 kms"
2772,2015 Honda City,i DTec SV,5.45 Lakh,Diesel,Manual,"8,838 kms"
2773,2019 Toyota Etios Liva,1.2 V,5.95 Lakh,Petrol,Manual,"48,111 kms"
2774,2015 Hyundai Creta,1.6 CRDi AT SX Plus,8.25 Lakh,Diesel,Automatic,"53,725 kms"
2775,2019 Mercedes-Benz CLA,200 CDI Sport,29.50 Lakh,Diesel,Automatic,"27,973 kms"
2776,2014 Audi Q3,2.0 TDI,13.40 Lakh,Diesel,Automatic,"4,741 kms"
2777,2015 Audi Q5,30 TDI quattro Premium,19.80 Lakh,Diesel,Automatic,"26,039 kms"
2778,2014 Mercedes-Benz M-Class,ML 250 CDI,22.52 Lakh,Diesel,Automatic,"44,765 kms"
2779,2015 Honda City,i VTEC SV,5.89 Lakh,Petrol,Manual,"81,606 kms"
2780,2018 Toyota Yaris,G CVT,8.00 Lakh,Petrol,Automatic,"34,000 kms"
2781,2015 Hyundai i10,Sportz,3.00 Lakh,Petrol,Manual,"58,103 kms"
2782,2013 Maruti Wagon R,VXI 1.2 BSIV,2.78 Lakh,Petrol,Manual,"53,369 kms"
2783,2010 Maruti Wagon R,CNG LXI,2.00 Lakh,CNG,Manual,"22,308 kms"
2784,2019 Maruti Celerio,VXI CNG,4.90 Lakh,CNG,Manual,"27,972 kms"
2785,2016 Honda Amaze,S Petrol BSIV,3.99 Lakh,Petrol,Manual,"44,764 kms"
2786,2020 Maruti Baleno,1.2 Delta,6.99 Lakh,Petrol,Manual,"43,000 kms"
2787,2016 Hyundai Creta,1.6 CRDi SX Plus,12.25 Lakh,Diesel,Manual,"25,248 kms"
2788,2012 Maruti Swift Dzire,VXi,3.25 Lakh,Petrol,Manual,"40,138 kms"
2789,2016 Maruti Swift,VDI Optional,4.25 Lakh,Diesel,Manual,"4,740 kms"
2790,2016 Toyota Innova Crysta,2.4 VX MT,16.00 Lakh,Diesel,Manual,"81,605 kms"
2791,2021 Tata Harrier,XTA Plus Dark Edition AT,23.45 Lakh,Diesel,Automatic,"95,660 kms"
2792,2021 Mahindra Thar,LX 4-Str Hard Top Diesel,15.75 Lakh,Diesel,Manual,"41,002 kms"
2793,2017 Toyota Innova Crysta,2.8 GX AT 8S BSIV,16.50 Lakh,Diesel,Automatic,"37,554 kms"
2794,2020 Mahindra Thar,AX Opt 4-Str Convert Top Diesel,15.75 Lakh,Diesel,Manual,"8,000 kms"
2795,2021 Toyota Vellfire,Executive Lounge,1.00 Cr,Petrol,Automatic,"24,000 kms"
2796,2020 Mercedes-Benz GLS,450 4MATIC,1.20 Cr,Petrol,Automatic,"34,815 kms"
2797,2010 Honda City,i VTEC S,2.75 Lakh,Petrol,Manual,"50,000 kms"
2798,2016 Mercedes-Benz E-Class,E250 Edition E,24.90 Lakh,Diesel,Automatic,"40,000 kms"
2799,2015 Mercedes-Benz C-Class,C 200 AVANTGARDE,25.90 Lakh,Petrol,Automatic,"80,000 kms"
2800,2017 Maruti Ciaz,1.4 Delta,6.95 Lakh,Petrol,Manual,"59,000 kms"
2801,2019 Mahindra XUV300,W8 Option,9.75 Lakh,Petrol,Manual,"60,000 kms"
2802,2022 Kia Carens,Prestige Plus Turbo DCT,17.00 Lakh,Petrol,Automatic,"40,100 kms"
2803,2012 Hyundai Verna,1.6 SX VTVT (O) AT,4.35 Lakh,Petrol,Automatic,"70,000 kms"
2804,2016 Skoda Octavia,Elegance 1.8 TSI AT,12.90 Lakh,Petrol,Automatic,"8,837 kms"
2805,2021 MG Hector,Sharp DCT,19.50 Lakh,Petrol,Automatic,"90,000 kms"
2806,2022 Mahindra XUV700,AX5,19.00 Lakh,Petrol,Manual,"25,888 kms"
2807,2021 Hyundai Venue,SX Opt Sport iMT,12.00 Lakh,Petrol,Manual,"38,000 kms"
2808,2022 MG Hector,Sharp CVT,21.50 Lakh,Petrol,Automatic,"8,000 kms"
2809,2021 Tata Nexon,XMA AMT S,9.75 Lakh,Petrol,Automatic,"36,000 kms"
2810,2020 Audi S5,3.0 TFSIq Tiptronic,69.50 Lakh,Petrol,Automatic,"26,000 kms"
2811,2021 Ford Endeavour,Titanium Plus 4X2 AT,39.00 Lakh,Diesel,Automatic,"38,000 kms"
2812,2013 Maruti Swift,VDI,3.50 Lakh,Diesel,Manual,"58,000 kms"
2813,2022 Mahindra Thar,LX 4-Str Hard Top AT,17.50 Lakh,Petrol,Automatic,"48,000 kms"
2814,2017 Mercedes-Benz CLA,Urban Sport 200,28.00 Lakh,Petrol,Automatic,"39,000 kms"
2815,2015 Ford Ecosport,1.5 Diesel Titanium,5.30 Lakh,Diesel,Manual,"6,800 kms"
2816,2020 BMW X4,M Sport X xDrive30d,68.50 Lakh,Diesel,Automatic,"38,000 kms"
2817,2019 BMW 3 Series,320d Luxury Line,33.00 Lakh,Diesel,Automatic,"55,000 kms"
2818,2015 BMW 5 Series,520d Luxury Line,17.80 Lakh,Diesel,Automatic,"55,000 kms"
2819,2008 Maruti Alto,LX,75000,Petrol,Manual,"5,000 kms"
2820,2018 Mercedes-Benz GLA Class,200 Sport,28.00 Lakh,Petrol,Automatic,"23,100 kms"
2821,2018 Mercedes-Benz GLS,350d 4MATIC,65.00 Lakh,Diesel,Automatic,"45,000 kms"
2822,2020 Hyundai Creta,1.6 SX Automatic Diesel,14.90 Lakh,Diesel,Automatic,"16,500 kms"
2823,2018 Maruti Swift,LXI Optional-O,4.61 Lakh,Petrol,Manual,"54,500 kms"
2824,2016 Hyundai Grand i10,Sportz,4.45 Lakh,Petrol,Manual,"16,000 kms"
2825,2014 Hyundai Grand i10,AT Sportz,4.45 Lakh,Petrol,Automatic,"22,000 kms"
2826,2011 Hyundai i10,Sportz,2.54 Lakh,Petrol,Manual,"1,20,000 kms"
2827,2016 Volkswagen Polo,1.5 TDI Trendline,4.34 Lakh,Diesel,Manual,"65,200 kms"
2828,2014 Ford Ecosport,1.5 DV5 MT Trend,4.64 Lakh,Diesel,Manual,"29,847 kms"
2829,2022 Kia Seltos,GTX Plus AT D,20.70 Lakh,Diesel,Automatic,"45,000 kms"
2830,2018 Toyota Yaris,J,6.99 Lakh,Petrol,Manual,"48,200 kms"
2831,2017 Hyundai Grand i10,1.2 CRDi Magna,3.99 Lakh,Diesel,Manual,"55,000 kms"
2832,2016 Maruti SX4 S Cross,DDiS 320 Delta,4.65 Lakh,Diesel,Manual,"15,000 kms"
2833,2015 Honda Mobilio,S i-VTEC,5.15 Lakh,Petrol,Manual,"1,15,177 kms"
2834,2019 Honda Amaze,S i-VTEC,6.49 Lakh,Petrol,Manual,"27,470 kms"
2835,2018 Maruti Wagon R,CNG LXI BSIV,4.45 Lakh,CNG,Manual,"15,988 kms"
2836,2014 BMW X5,xDrive 30d M Sport,24.50 Lakh,Diesel,Automatic,"4,189 kms"
2837,2009 Maruti Estilo,LXI,1.15 Lakh,Petrol,Manual,"7,000 kms"
2838,2017 Mitsubishi Pajero,Sport Anniversary Edition,16.50 Lakh,Diesel,Manual,"29,200 kms"
2839,2019 Ford Endeavour,2.2 Titanium AT 4X2,34.00 Lakh,Diesel,Automatic,"56,500 kms"
2840,2011 Skoda Superb,1.8 TSI,4.25 Lakh,Petrol,Automatic,"21,100 kms"
2841,2013 Toyota Fortuner,4x4 MT,11.00 Lakh,Diesel,Manual,"43,000 kms"
2842,2016 Mahindra KUV 100,mFALCON G80 K6 AW,4.00 Lakh,Petrol,Manual,"48,000 kms"
2843,2017 Maruti Swift,LXI Optional-O,5.45 Lakh,Petrol,Manual,"31,228 kms"
2844,2013 Maruti Swift Dzire,LDI,3.00 Lakh,Diesel,Manual,"26,338 kms"
2845,2019 Honda Amaze,VX i-VTEC,7.54 Lakh,Petrol,Manual,"68,000 kms"
2846,2015 Maruti Eeco,5 STR With AC Plus HTR CNG,2.80 Lakh,CNG,Manual,"29,000 kms"
2847,2014 Mahindra XUV500,W6 2WD,5.84 Lakh,Diesel,Manual,"20,000 kms"
2848,2014 Hyundai Verna,1.6 SX CRDi (O),4.10 Lakh,Diesel,Manual,"46,500 kms"
2849,2013 Mercedes-Benz GL-Class,350 CDI Luxury,16.50 Lakh,Diesel,Automatic,"30,000 kms"
2850,2020 Tata Tiago,XZ,5.65 Lakh,Petrol,Manual,"44,000 kms"
2851,2016 Chevrolet Cruze,LTZ,6.85 Lakh,Diesel,Manual,"45,000 kms"
2852,2009 Maruti Wagon R,LXI,1.25 Lakh,Petrol,Manual,"57,113 kms"
2853,2018 Honda WR-V,i-VTEC S,7.66 Lakh,Petrol,Manual,"5,383 kms"
2854,2012 Nissan Sunny,Diesel XL,2.55 Lakh,Diesel,Manual,"35,000 kms"
2855,2021 Mercedes-Benz C-Class,Progressive C 220d,47.00 Lakh,Diesel,Automatic,"45,200 kms"
2856,2021 Mercedes-Benz E-Class,Expression E 220d,73.00 Lakh,Diesel,Automatic,"23,000 kms"
2857,2016 Maruti Ciaz,ZDi Plus SHVS,5.75 Lakh,Diesel,Manual,"35,000 kms"
2858,2018 Hyundai Creta,1.6 CRDi SX Option,11.50 Lakh,Diesel,Manual,"18,000 kms"
2859,2013 Maruti Wagon R,CNG LXI BSIV,2.85 Lakh,CNG,Manual,"1,80,000 kms"
2860,2010 Mercedes-Benz C-Class,230 Avantgarde,5.95 Lakh,Petrol,Automatic,"60,000 kms"
2861,2020 Maruti Vitara Brezza,VDi Option,8.55 Lakh,Diesel,Manual,"36,105 kms"
2862,2013 Volvo XC60,Momentum D4,10.00 Lakh,Diesel,Automatic,"54,958 kms"
2863,2010 Hyundai i20,1.2 Sportz,2.55 Lakh,Petrol,Manual,"21,548 kms"
2864,2013 Audi Q3,2.0 TDI Quattro Premium Plus,10.00 Lakh,Diesel,Automatic,"38,494 kms"
2865,2010 Hyundai i10,Magna 1.2,1.75 Lakh,Petrol,Manual,"30,000 kms"
2866,2016 Honda BR-V,i-DTEC VX MT,5.90 Lakh,Diesel,Manual,"58,000 kms"
2867,2014 Mercedes-Benz M-Class,ML 250 CDI,20.00 Lakh,Diesel,Automatic,"80,000 kms"
2868,2018 Mercedes-Benz C-Class,Progressive C 220d,28.50 Lakh,Diesel,Automatic,"49,000 kms"
2869,2014 Mercedes-Benz GL-Class,350 CDI Blue Efficiency,28.50 Lakh,Diesel,Automatic,"44,000 kms"
2870,2014 Audi TT,2.0 TFSI,34.00 Lakh,Petrol,Automatic,"55,000 kms"
2871,2014 Jaguar XF,2.2 Litre Executive,16.00 Lakh,Diesel,Automatic,"41,244 kms"
2872,2016 Mahindra Scorpio,S6 7 Seater,8.50 Lakh,Diesel,Manual,"44,000 kms"
2873,2014 Hyundai i20,Sportz 1.2,4.75 Lakh,Petrol,Manual,"55,000 kms"
2874,2015 Hyundai i20,Asta Option 1.2,5.45 Lakh,Petrol,Manual,"45,000 kms"
2875,2019 Mahindra XUV300,W8 Diesel BSIV,9.25 Lakh,Diesel,Manual,"39,156 kms"
2876,2017 Maruti Swift,LXI,4.50 Lakh,Petrol,Manual,"50,000 kms"
2877,2016 Maruti Celerio,VXI,4.00 Lakh,Petrol,Manual,"10,000 kms"
2878,2020 Hyundai Creta,S,13.25 Lakh,Petrol,Manual,"10,000 kms"
2879,2021 Maruti Swift Dzire,VXI,7.40 Lakh,Petrol,Manual,"34,000 kms"
2880,2013 Maruti Alto 800,LX,2.45 Lakh,Petrol,Manual,"55,000 kms"
2881,2019 Hyundai Venue,SX Opt Turbo BSIV,9.75 Lakh,Petrol,Manual,"40,000 kms"
2882,2014 Mercedes-Benz B Class,B180 CDI,13.90 Lakh,Diesel,Automatic,"55,000 kms"
2883,2017 BMW 3 Series GT,Luxury Line,28.90 Lakh,Diesel,Automatic,"60,000 kms"
2884,2018 Maruti Eeco,5 Seater AC,3.85 Lakh,Petrol,Manual,"63,155 kms"
2885,2017 BMW 3 Series GT,Luxury Line,28.50 Lakh,Diesel,Automatic,"68,874 kms"
2886,2020 Mercedes-Benz GLC,200,56.50 Lakh,Petrol,Automatic,"92,400 kms"
2887,2018 Toyota Fortuner,TRD 4X4 AT,32.90 Lakh,Diesel,Automatic,"55,000 kms"
2888,2021 Audi A4,Technology,44.75 Lakh,Petrol,Automatic,"1,00,000 kms"
2889,2014 Maruti Alto 800,LXI,2.35 Lakh,Petrol,Manual,"37,000 kms"
2890,2017 Ford Ecosport,1.5 Ti VCT MT Titanium BSIV,7.50 Lakh,Petrol,Manual,"43,256 kms"
2891,2017 Mercedes-Benz E-Class,E 200 CGI,42.00 Lakh,Petrol,Automatic,"18,166 kms"
2892,2020 BMW X1,sDrive 20d M Sport,35.75 Lakh,Diesel,Automatic,"15,754 kms"
2893,2019 BMW X1,sDrive 20d M Sport,33.75 Lakh,Diesel,Automatic,"7,50,000 kms"
2894,2015 Maruti Celerio,ZXI AT,3.58 Lakh,Petrol,Automatic,"55,000 kms"
2895,2020 Kia Carnival,Premium,25.90 Lakh,Diesel,Automatic,"48,000 kms"
2896,2017 Toyota Innova Crysta,2.8 AT Touring Sport BSIV,18.50 Lakh,Diesel,Automatic,"28,000 kms"
2897,2016 Maruti Vitara Brezza,ZDi Plus,7.25 Lakh,Diesel,Manual,"37,383 kms"
2898,2013 Porsche Cayenne,Turbo,37.50 Lakh,Petrol,Automatic,"10,500 kms"
2899,2014 Audi A4,3.0 TDI Quattro,13.25 Lakh,Diesel,Automatic,"44,764 kms"
2900,2011 Mercedes-Benz C-Class,C 200 CGI Avantgarde,8.90 Lakh,Petrol,Automatic,"23,000 kms"
2901,2016 Honda Brio,VX,3.75 Lakh,Petrol,Manual,"18,081 kms"
2902,2015 Hyundai Creta,1.6 Gamma SX Plus,7.25 Lakh,Petrol,Manual,"32,460 kms"
2903,2015 Mahindra XUV500,W10 2WD,7.95 Lakh,Diesel,Manual,"46,000 kms"
2904,2019 Hyundai Xcent Prime,T Plus CNG,5.41 Lakh,CNG,Manual,"1,07,390 kms"
2905,2014 Maruti Ertiga,VDI,4.90 Lakh,Diesel,Manual,"42,100 kms"
2906,2019 Toyota Innova Crysta,2.4 GX AT,18.90 Lakh,Diesel,Automatic,"50,000 kms"
2907,2012 Volkswagen Polo,Diesel Highline 1.2L,1.95 Lakh,Diesel,Manual,"50,000 kms"
2908,2021 Renault KWID,1.0 RXL,3.90 Lakh,Petrol,Manual,"48,000 kms"
2909,2021 Hyundai Creta,SX Executive,15.49 Lakh,Petrol,Manual,"55,000 kms"
2910,2014 Volkswagen Polo,1.2 MPI Comfortline,3.75 Lakh,Petrol,Manual,"30,000 kms"
2911,2012 Maruti Wagon R,LXI Optional,2.45 Lakh,Petrol,Manual,"25,000 kms"
2912,2018 Toyota Yaris,V Optional,8.50 Lakh,Petrol,Manual,"65,300 kms"
2913,2018 Honda City,i-VTEC V,8.50 Lakh,Petrol,Manual,"28,000 kms"
2914,2012 Maruti Wagon R,LXI CNG,2.65 Lakh,CNG,Manual,"1,01,315 kms"
2915,2016 Honda Jazz,1.2 S i VTEC,4.60 Lakh,Petrol,Manual,"49,100 kms"
2916,2016 Honda City,i VTEC V,6.85 Lakh,Petrol,Manual,"64,429 kms"
2917,2012 Tata New Safari,3L Dicor LX 4x2,2.00 Lakh,Diesel,Manual,"61,632 kms"
2918,2018 BMW X1,sDrive 20d Sportline,28.50 Lakh,Diesel,Automatic,"37,000 kms"
2919,2021 Hyundai Grand i10 Nios,Sportz,6.25 Lakh,Petrol,Manual,"32,000 kms"
2920,2020 Kia Seltos,GTX,15.65 Lakh,Petrol,Manual,"57,095 kms"
2921,2013 Chevrolet Sail,LS ABS,1.60 Lakh,Diesel,Manual,"38,800 kms"
2922,2011 Hyundai Santro Xing,GL CNG,1.27 Lakh,CNG,Manual,"23,120 kms"
2923,2013 Hyundai Verna,1.6 SX,4.15 Lakh,Diesel,Manual,"1,03,687 kms"
2924,2019 Honda City,1.5 V MT Exclusive,9.15 Lakh,Petrol,Manual,"30,244 kms"
2925,2018 Toyota Fortuner,2.8 2WD AT,32.50 Lakh,Diesel,Automatic,"27,460 kms"
2926,2022 Mercedes-Benz A-Class Limousine,A 200,42.75 Lakh,Petrol,Automatic,"11,380 kms"
2927,2021 Hyundai Tucson,GLS AT,25.00 Lakh,Petrol,Automatic,"42,097 kms"
2928,2019 Ford Ecosport,1.5 Petrol Titanium,6.95 Lakh,Petrol,Manual,"68,000 kms"
2929,2020 BMW X3,xDrive 20d Luxury Line,54.00 Lakh,Diesel,Automatic,"42,000 kms"
2930,2016 Mini Cooper,1.6,25.10 Lakh,Petrol,Automatic,"28,000 kms"
2931,2018 Hyundai i20,Magna Plus BSIV,5.75 Lakh,Petrol,Manual,"1,367 kms"
2932,2018 BMW 5 Series,520d Luxury Line,47.00 Lakh,Diesel,Automatic,"3,100 kms"
2933,2019 BMW 3 Series,330i M Sport,46.00 Lakh,Petrol,Automatic,"53,723 kms"
2934,2021 Toyota Fortuner,Legender,47.75 Lakh,Diesel,Automatic,"44,000 kms"
2935,2019 Ford Endeavour,3.2 Titanium AT 4X4,36.00 Lakh,Diesel,Automatic,"42,000 kms"
2936,2017 Maruti Swift,LXI Option,4.95 Lakh,Petrol,Manual,"41,000 kms"
2937,2013 Hyundai Verna,1.4 VTVT,3.80 Lakh,Petrol,Manual,"28,000 kms"
2938,2013 Maruti Swift,LXI,2.95 Lakh,Petrol,Manual,"43,200 kms"
2939,2019 Honda City,i-VTEC V,9.15 Lakh,Petrol,Manual,"7,340 kms"
2940,2017 Tata Tiago,1.2 Revotron XZA,4.90 Lakh,Petrol,Automatic,"17,000 kms"
2941,2017 Hyundai Grand i10,Magna,4.50 Lakh,Petrol,Manual,"52,000 kms"
2942,2010 Mercedes-Benz S-Class,S 350 L,15.90 Lakh,Petrol,Automatic,"47,452 kms"
2943,2018 Honda City,i-VTEC CVT VX,10.75 Lakh,Petrol,Automatic,"50,000 kms"
2944,2014 Hyundai i10,Magna 1.1L,3.65 Lakh,Petrol,Manual,"53,000 kms"
2945,2018 Toyota Yaris,J,7.70 Lakh,Petrol,Manual,"37,000 kms"
2946,2017 Toyota Fortuner,2.8 4WD AT,24.90 Lakh,Diesel,Automatic,"50,000 kms"
2947,2019 Toyota Fortuner,2.8 2WD MT,26.75 Lakh,Diesel,Manual,"48,000 kms"
2948,2021 Maruti Baleno,Zeta,6.95 Lakh,Petrol,Manual,"28,000 kms"
2949,2016 Maruti Vitara Brezza,VDi Option,5.85 Lakh,Diesel,Manual,"37,355 kms"
2950,2018 Maruti Vitara Brezza,VDi,6.90 Lakh,Diesel,Manual,"46,205 kms"
2951,2019 Maruti Ciaz,Sigma Diesel,8.50 Lakh,Diesel,Manual,"50,000 kms"
2952,2018 Honda Amaze,VX CVT i-VTEC,7.30 Lakh,Petrol,Automatic,"40,000 kms"
2953,2021 Hyundai Creta,SX,13.75 Lakh,Petrol,Manual,"70,000 kms"
2954,2017 Maruti Wagon R,VXI AMT Opt,4.45 Lakh,Petrol,Automatic,"55,000 kms"
2955,2015 Honda Mobilio,V i-DTEC,4.70 Lakh,Diesel,Manual,"50,000 kms"
2956,2018 Ford Endeavour,3.2 Titanium AT 4X4,29.99 Lakh,Diesel,Automatic,"51,000 kms"
2957,2014 Chevrolet Cruze,LTZ AT,5.26 Lakh,Diesel,Automatic,"38,000 kms"
2958,2015 Mercedes-Benz CLA,200 CDI Sport,18.51 Lakh,Diesel,Automatic,"37,382 kms"
2959,2019 Toyota Fortuner,2.8 2WD AT,30.75 Lakh,Diesel,Automatic,"32,000 kms"
2960,2022 Mercedes-Benz GLC,220d 4MATIC,65.00 Lakh,Diesel,Automatic,"10,002 kms"
2961,2014 Audi Q7,35 TDI Quattro Technology,23.51 Lakh,Diesel,Automatic,"38,000 kms"
2962,2015 Audi Q3,35 TDI Quattro Premium Plus,18.51 Lakh,Diesel,Automatic,"24,000 kms"
2963,2019 Toyota Fortuner,2.8 2WD MT,31.00 Lakh,Diesel,Manual,"45,000 kms"
2964,2021 Mahindra Thar,LX 4-Str Convert Top Diesel,17.00 Lakh,Diesel,Manual,"45,000 kms"
2965,2012 Hyundai i20,1.2 Magna,3.35 Lakh,Petrol,Manual,"35,000 kms"
2966,2019 Toyota Innova Crysta,2.4 G MT,17.00 Lakh,Diesel,Manual,"65,000 kms"
2967,2021 Hyundai i20,Sportz,7.15 Lakh,Petrol,Manual,"46,000 kms"
2968,2017 Toyota Fortuner,2.8 2WD MT,23.75 Lakh,Diesel,Manual,104 kms
2969,2018 Hyundai Grand i10,1.2 Kappa Era,5.15 Lakh,Petrol,Manual,"51,000 kms"
2970,2018 Maruti Baleno,1.2 Delta,5.95 Lakh,Petrol,Manual,"29,194 kms"
