0,Brand,Model,Price,Fuel,Variant,KMS_driven
2428,2018 Maruti Baleno,1.2 Delta,6.05 Lakh,Petrol,Manual,"42,000 kms"
2429,2017 Maruti Baleno,1.2 Delta,5.48 Lakh,Petrol,Manual,"53,000 kms"
2430,2019 Maruti Baleno,1.2 Zeta,6.86 Lakh,Petrol,Manual,"42,000 kms"
2431,2018 Maruti Baleno,1.2 Alpha,6.91 Lakh,Petrol,Manual,"40,000 kms"
2432,2015 Hyundai Creta,1.6 CRDi SX,8.11 Lakh,Diesel,Manual,"65,000 kms"
2433,2020 Maruti Swift,AMT ZXI,7.15 Lakh,Petrol,Automatic,"35,000 kms"
2434,2018 Mahindra XUV500,W9 2WD,11.03 Lakh,Diesel,Manual,"35,000 kms"
2435,2017 Maruti Baleno,1.2 Delta,6.03 Lakh,Petrol,Manual,"58,000 kms"
2436,2014 Hyundai i10,Sportz 1.1L,3.23 Lakh,Petrol,Manual,"22,000 kms"
2437,2018 Honda City,i-VTEC CVT ZX,10.53 Lakh,Petrol,Automatic,"58,001 kms"
2438,2018 Maruti Baleno,1.2 Zeta,6.36 Lakh,Petrol,Manual,"83,000 kms"
2439,2018 Maruti Baleno,1.2 Alpha,6.69 Lakh,Petrol,Manual,"24,001 kms"
2440,2015 Mahindra XUV500,W10 AWD,8.65 Lakh,Diesel,Manual,"38,010 kms"
2441,2015 Maruti Wagon R,VXI BS IV,3.32 Lakh,Petrol,Manual,"37,000 kms"
2442,2017 Renault KWID,1.0 RXT Optional AT 2016-2019,3.48 Lakh,Petrol,Automatic,"1,16,000 kms"
2443,2019 Maruti Ciaz,Alpha BSIV,8.72 Lakh,Petrol,Manual,"55,000 kms"
2444,2019 Hyundai Venue,SX Plus Turbo DCT BSIV,10.46 Lakh,Petrol,Automatic,"42,000 kms"
2445,2018 Maruti Ignis,1.2 Zeta BSIV,4.91 Lakh,Petrol,Manual,"17,200 kms"
2446,2019 Maruti S-Presso,VXI Plus 2019-2022,4.41 Lakh,Petrol,Manual,"52,193 kms"
2447,2017 Volkswagen Polo,1.2 MPI Highline,5.18 Lakh,Petrol,Manual,"1,08,000 kms"
2448,2021 Tata Nexon,XZA Plus AMT,11.08 Lakh,Petrol,Automatic,"19,211 kms"
2449,2020 Mahindra Scorpio,S11,15.83 Lakh,Diesel,Manual,"25,089 kms"
2450,2019 Hyundai Creta,1.6 CRDi SX,11.82 Lakh,Diesel,Manual,"43,000 kms"
2451,2019 Maruti Baleno,Delta,6.30 Lakh,Petrol,Manual,"50,221 kms"
2452,2017 Mahindra XUV500,W10 1.99 mHawk,11.24 Lakh,Diesel,Manual,"44,369 kms"
2453,2021 Tata Nexon,XZ Plus,10.38 Lakh,Petrol,Manual,"68,238 kms"
2454,2015 Hyundai i10,Sportz 1.1L,4.00 Lakh,Petrol,Manual,"25,000 kms"
2455,2016 Maruti Baleno,1.2 Delta,5.32 Lakh,Petrol,Manual,"1,06,000 kms"
2456,2018 Honda City,i-VTEC V,8.74 Lakh,Petrol,Manual,"78,800 kms"
2457,2016 Hyundai i20,Magna 1.2,4.93 Lakh,Petrol,Manual,"70,000 kms"
2458,2014 Maruti Swift Dzire,ZXI,4.13 Lakh,Petrol,Manual,"36,000 kms"
2459,2015 Maruti Baleno,1.2 Delta,4.75 Lakh,Petrol,Manual,"25,844 kms"
2460,2018 Maruti Celerio,VXI CNG Optional BSIV,5.23 Lakh,CNG,Manual,"42,000 kms"
2461,2016 Hyundai Creta,1.6 VTVT SX Plus,9.21 Lakh,Petrol,Manual,"45,000 kms"
2462,2016 Maruti Baleno,1.2 Alpha,5.71 Lakh,Petrol,Manual,"43,217 kms"
2463,2020 Maruti S-Presso,VXI Plus 2019-2022,4.63 Lakh,Petrol,Manual,"16,000 kms"
2464,2020 Maruti S-Presso,VXI Plus 2019-2022,4.38 Lakh,Petrol,Manual,"70,000 kms"
2465,2018 Hyundai Creta,1.6 VTVT SX Plus,11.13 Lakh,Petrol,Manual,"22,664 kms"
2466,2017 Toyota Innova Crysta,2.8 GX AT BSIV,15.62 Lakh,Diesel,Automatic,"9,934 kms"
2467,2019 Maruti Baleno,Alpha,7.03 Lakh,Petrol,Manual,"17,000 kms"
2468,2021 Maruti Alto 800,VXI,4.40 Lakh,Petrol,Manual,"34,000 kms"
2469,2016 Honda Jazz,1.2 V i VTEC,5.25 Lakh,Petrol,Manual,"47,000 kms"
2470,2018 Maruti Alto 800,LXI,3.15 Lakh,Petrol,Manual,"16,000 kms"
2471,2017 Hyundai Creta,1.4 CRDi S,8.58 Lakh,Diesel,Manual,"44,174 kms"
2472,2018 Maruti Alto 800,VXI,3.28 Lakh,Petrol,Manual,"49,859 kms"
2473,2018 Maruti Celerio,ZXI MT BSIV,4.23 Lakh,Petrol,Manual,"53,122 kms"
2474,2017 Maruti Baleno,1.2 Delta,5.96 Lakh,Petrol,Manual,"27,684 kms"
2475,2015 Honda Amaze,S i-Vtech,4.05 Lakh,Petrol,Manual,"4,748 kms"
2476,2018 Honda City,i-VTEC VX,9.46 Lakh,Petrol,Manual,"1,244 kms"
2477,2016 Hyundai Creta,1.6 VTVT SX Plus,8.08 Lakh,Petrol,Manual,"22,150 kms"
2478,2021 Tata Nexon,XZA Plus AMT Diesel,12.17 Lakh,Diesel,Automatic,"55,000 kms"
2479,2016 Maruti Baleno,1.2 Delta,5.16 Lakh,Petrol,Manual,"41,144 kms"
2480,2018 Hyundai Creta,1.6 SX,10.33 Lakh,Petrol,Manual,"11,000 kms"
2481,2017 Hyundai Creta,1.6 CRDi SX,9.63 Lakh,Diesel,Manual,"75,000 kms"
2482,2018 Maruti Baleno,1.2 Delta,5.76 Lakh,Petrol,Manual,"33,000 kms"
2483,2014 Hyundai Xcent,1.2 Kappa S,4.18 Lakh,Petrol,Manual,"19,000 kms"
2484,2012 Toyota Etios,G,2.49 Lakh,Petrol,Manual,"40,000 kms"
2485,2015 Hyundai Verna,1.6 CRDi S,5.38 Lakh,Diesel,Manual,"21,000 kms"
2486,2016 Hyundai i10,Magna 1.1L,3.38 Lakh,Petrol,Manual,"25,000 kms"
2487,2018 Maruti Alto 800,LXI,3.03 Lakh,Petrol,Manual,"48,000 kms"
2488,2014 Hyundai Grand i10,Magna,3.73 Lakh,Petrol,Manual,"50,000 kms"
2489,2016 Hyundai Creta,1.6 VTVT SX Plus,8.94 Lakh,Petrol,Manual,"40,000 kms"
2490,2017 Renault KWID,RXT,3.43 Lakh,Petrol,Manual,"40,000 kms"
2491,2018 Jeep Compass,2.0 Limited,12.50 Lakh,Diesel,Manual,"60,000 kms"
2492,2017 Hyundai i20,1.2 Magna Executive,5.23 Lakh,Petrol,Manual,"47,198 kms"
2493,2018 Honda WR-V,Alive Edition S,6.53 Lakh,Petrol,Manual,"34,312 kms"
2494,2018 Maruti Alto 800,LXI,3.23 Lakh,Petrol,Manual,"23,057 kms"
2495,2018 Maruti Alto K10,VXI,3.73 Lakh,Petrol,Manual,"28,170 kms"
2496,2020 Honda City,VX MT,11.49 Lakh,Petrol,Manual,"40,000 kms"
2497,2018 Mahindra Scorpio,S7 120,11.78 Lakh,Diesel,Manual,"1,20,000 kms"
2498,2014 Maruti Swift,ZXI BSIV,4.38 Lakh,Petrol,Manual,"80,000 kms"
2499,2018 Maruti Wagon R,LXI CNG,4.49 Lakh,CNG,Manual,"35,000 kms"
2500,2020 Maruti Vitara Brezza,ZXI,10.53 Lakh,Petrol,Manual,"25,000 kms"
2501,2020 Maruti Alto 800,LXI,3.60 Lakh,Petrol,Manual,"7,000 kms"
2502,2020 Hyundai Santro,Sportz CNG,5.82 Lakh,CNG,Manual,"26,281 kms"
2503,2018 Honda WR-V,i-VTEC VX,7.87 Lakh,Petrol,Manual,"54,577 kms"
2504,2018 Maruti Alto K10,VXI,3.51 Lakh,Petrol,Manual,"60,849 kms"
2505,2017 Mahindra TUV 300,mHAWK100 T8,6.58 Lakh,Diesel,Manual,"47,242 kms"
2506,2014 Honda City,i VTEC SV,5.83 Lakh,Petrol,Manual,"38,225 kms"
2507,2015 Maruti Ciaz,VDi Plus SHVS,4.78 Lakh,Diesel,Manual,"47,547 kms"
2508,2018 Maruti Swift,VXI,5.45 Lakh,Petrol,Manual,"26,474 kms"
2509,2021 Maruti Swift,VXI,6.75 Lakh,Petrol,Manual,"55,847 kms"
2510,2015 Maruti Swift,VVT VXI,4.23 Lakh,Petrol,Manual,"54,851 kms"
2511,2017 Hyundai i20,1.4 Sportz,6.25 Lakh,Diesel,Manual,"97,000 kms"
2512,2017 Maruti Baleno,1.2 Zeta,6.14 Lakh,Petrol,Manual,"40,000 kms"
2513,2013 Hyundai i20,Magna Optional 1.2,3.11 Lakh,Petrol,Manual,"49,226 kms"
2514,2016 Maruti Swift Dzire,AMT ZDI,5.27 Lakh,Diesel,Automatic,"37,000 kms"
2515,2014 Ford Ecosport,1.5 DV5 MT Trend,3.97 Lakh,Diesel,Manual,"46,411 kms"
2516,2015 Honda Brio,S MT,3.58 Lakh,Petrol,Manual,"30,618 kms"
2517,2012 Maruti Alto K10,2010-2014 VXI,2.13 Lakh,Petrol,Manual,"28,000 kms"
2518,2017 Maruti Baleno,1.2 Sigma,4.85 Lakh,Petrol,Manual,"37,369 kms"
2519,2017 Honda WR-V,i-VTEC S,6.74 Lakh,Petrol,Manual,"57,533 kms"
2520,2019 Tata Harrier,XT BSIV,12.88 Lakh,Diesel,Manual,"34,000 kms"
2521,2017 Hyundai Grand i10,Magna,4.30 Lakh,Petrol,Manual,"30,653 kms"
2522,2016 Maruti Ciaz,ZDi SHVS,5.33 Lakh,Diesel,Manual,"57,224 kms"
2523,2016 Maruti Swift,VXI,4.73 Lakh,Petrol,Manual,"59,000 kms"
2524,2018 Maruti Ciaz,1.4 Sigma,7.49 Lakh,Petrol,Manual,"30,687 kms"
2525,2015 Maruti Alto 800,VXI,2.73 Lakh,Petrol,Manual,"40,000 kms"
2526,2018 Maruti Alto K10,VXI,3.41 Lakh,Petrol,Manual,"62,000 kms"
2527,2017 Honda Jazz,1.2 V AT i VTEC,6.98 Lakh,Petrol,Automatic,"34,000 kms"
2528,2022 Maruti Alto 800,LXI Opt S-CNG,5.20 Lakh,CNG,Manual,"36,000 kms"
2529,2019 Maruti Baleno,1.2 Zeta,6.74 Lakh,Petrol,Manual,"43,000 kms"
2530,2020 Toyota Innova Crysta,2.4 GX 7 STR AT,19.32 Lakh,Diesel,Automatic,"8,503 kms"
2531,2016 Hyundai Creta,1.6 VTVT SX Plus,9.48 Lakh,Petrol,Manual,"27,480 kms"
2532,2017 Toyota Innova Crysta,2.4 VX MT 8 STR,17.49 Lakh,Diesel,Manual,"58,187 kms"
2533,2021 Renault KWID,RXL BSVI,4.33 Lakh,Petrol,Manual,"44,749 kms"
2534,2018 Hyundai i20,1.2 Spotz,6.31 Lakh,Petrol,Manual,"42,000 kms"
2535,2016 Maruti Wagon R,LXI BS IV,3.41 Lakh,Petrol,Manual,"12,000 kms"
2536,2019 Maruti Ignis,1.2 Delta BSIV,5.01 Lakh,Petrol,Manual,"47,000 kms"
2537,2017 Mahindra Scorpio,1.99 S10,10.55 Lakh,Diesel,Manual,"29,000 kms"
2538,2015 Maruti Swift,VXI,4.08 Lakh,Petrol,Manual,"12,660 kms"
2539,2016 Maruti Baleno,1.2 Delta,5.36 Lakh,Petrol,Manual,"39,241 kms"
2540,2016 Maruti Swift,ZXI BSIV,4.94 Lakh,Petrol,Manual,"63,940 kms"
2541,2018 Hyundai Creta,1.6 VTVT SX Plus,9.26 Lakh,Petrol,Manual,"20,000 kms"
2542,2013 Skoda Rapid,1.6 TDI PRESTIGE,3.13 Lakh,Diesel,Manual,"70,000 kms"
2543,2017 Maruti Celerio,Green VXI,4.52 Lakh,CNG,Manual,"19,001 kms"
2544,2015 Honda City,i VTEC VX,7.12 Lakh,Petrol,Manual,"1,00,000 kms"
2545,2016 Datsun RediGO,S,2.31 Lakh,Petrol,Manual,"70,000 kms"
2546,2013 Hyundai Elantra,SX,5.34 Lakh,Petrol,Manual,"60,000 kms"
2547,2017 Hyundai Grand i10,Magna,4.60 Lakh,Petrol,Manual,"13,000 kms"
2548,2018 Maruti Ignis,1.2 Delta BSIV,4.78 Lakh,Petrol,Manual,"50,000 kms"
2549,2017 Hyundai i20,1.2 Asta,6.29 Lakh,Petrol,Manual,"39,135 kms"
2550,2014 Hyundai EON,Era Plus,2.28 Lakh,Petrol,Manual,"4,811 kms"
2551,2018 Maruti Swift,AMT ZXI,6.37 Lakh,Petrol,Automatic,"67,728 kms"
2552,2015 Hyundai EON,D Lite Plus,2.69 Lakh,Petrol,Manual,"4,906 kms"
2553,2018 Mahindra Scorpio,S5 BSIV,9.95 Lakh,Diesel,Manual,"22,000 kms"
2554,2020 Maruti Alto 800,LXI,3.53 Lakh,Petrol,Manual,"40,900 kms"
2555,2018 Mahindra Scorpio,S5 BSIV,9.98 Lakh,Diesel,Manual,"69,000 kms"
2556,2017 Maruti Alto 800,VXI,3.09 Lakh,Petrol,Manual,"68,318 kms"
2557,2018 Tata Tiago,1.2 Revotron XZ,4.64 Lakh,Petrol,Manual,"34,495 kms"
2558,2014 Maruti Swift Dzire,VDI,4.21 Lakh,Diesel,Manual,"25,500 kms"
2559,2018 Mahindra XUV500,W11 AT BSIV,13.00 Lakh,Diesel,Automatic,"35,000 kms"
2560,2018 Maruti Alto K10,VXI AGS Optional,3.86 Lakh,Petrol,Automatic,"46,000 kms"
2561,2018 Mahindra Thar,CRDe,8.23 Lakh,Diesel,Manual,"28,021 kms"
2562,2015 Hyundai Grand i10,Sportz,4.23 Lakh,Petrol,Manual,"53,000 kms"
2563,2018 Maruti Baleno,1.2 Delta,4.93 Lakh,Petrol,Manual,"47,000 kms"
2564,2018 Maruti Alto K10,VXI,3.63 Lakh,Petrol,Manual,"16,000 kms"
2565,2017 Hyundai i20,1.4 Asta,5.62 Lakh,Diesel,Manual,"60,000 kms"
2566,2017 Hyundai Creta,1.4 E Plus CRDi,9.22 Lakh,Diesel,Manual,"53,128 kms"
2567,2020 Maruti Vitara Brezza,LXI,7.05 Lakh,Petrol,Manual,"35,453 kms"
2568,2018 Maruti Wagon R,LXI CNG,4.88 Lakh,CNG,Manual,"75,000 kms"
2569,2016 Mahindra XUV500,W10 1.99 mHawk,9.10 Lakh,Diesel,Manual,"27,200 kms"
2570,2019 Toyota Glanza,V CVT,8.39 Lakh,Petrol,Automatic,"40,000 kms"
2571,2019 Skoda Octavia,1.8 TSI AT Style,18.18 Lakh,Petrol,Automatic,"45,000 kms"
2572,2017 Tata Tiago,1.2 Revotron XT,4.17 Lakh,Petrol,Manual,"33,000 kms"
2573,2018 Maruti Baleno,1.2 Zeta,5.93 Lakh,Petrol,Manual,"4,125 kms"
2574,2012 Maruti Zen Estilo,LXI BS IV,1.86 Lakh,Petrol,Manual,"11,628 kms"
2575,2018 Maruti Alto K10,VXI,3.68 Lakh,Petrol,Manual,"4,968 kms"
2576,2011 Toyota Etios,G,2.63 Lakh,Petrol,Manual,"53,759 kms"
2577,2018 Honda City,i-VTEC V,8.57 Lakh,Petrol,Manual,"3,588 kms"
2578,2021 Nissan Kicks,1.5 XV,9.52 Lakh,Petrol,Manual,"16,357 kms"
2579,2018 Hyundai Grand i10,1.2 Kappa Sportz BSIV,5.34 Lakh,Petrol,Manual,"45,000 kms"
2580,2018 Renault Captur,1.5 Petrol RXL,7.59 Lakh,Petrol,Manual,"68,000 kms"
2581,2017 Hyundai Grand i10,1.2 Kappa Sportz Option,5.18 Lakh,Petrol,Manual,"3,600 kms"
2582,2015 Hyundai Verna,1.6 CRDi SX,5.50 Lakh,Diesel,Manual,"36,200 kms"
2583,2017 Mahindra XUV500,W6 1.99 mHawk,8.04 Lakh,Diesel,Manual,"72,954 kms"
2584,2017 Honda BR-V,i-DTEC V MT,8.61 Lakh,Diesel,Manual,"41,000 kms"
2585,2018 Maruti Swift,AMT VDI,6.05 Lakh,Diesel,Automatic,"69,000 kms"
2586,2015 Maruti Swift,VDI BSIV,4.19 Lakh,Diesel,Manual,"42,868 kms"
2587,2017 Toyota Innova Crysta,2.8 ZX AT BSIV,18.40 Lakh,Diesel,Automatic,"15,700 kms"
2588,2013 Maruti Swift Dzire,VDI,3.69 Lakh,Diesel,Manual,"44,000 kms"
2589,2019 Maruti Wagon R,LXI CNG,5.60 Lakh,CNG,Manual,"37,000 kms"
2590,2018 Mahindra Thar,CRDe,8.05 Lakh,Diesel,Manual,"48,000 kms"
2591,2017 Ford Ecosport,1.5 Diesel Ambiente BSIV,6.73 Lakh,Diesel,Manual,"30,000 kms"
2592,2015 Maruti Swift,VVT VXI,4.56 Lakh,Petrol,Manual,"28,917 kms"
2593,2020 Maruti S-Presso,VXI Plus 2019-2022,4.33 Lakh,Petrol,Manual,"15,000 kms"
2594,2015 Hyundai Creta,1.6 CRDi SX Option,7.17 Lakh,Diesel,Manual,"23,000 kms"
2595,2014 Maruti Wagon R,LXI CNG,3.33 Lakh,CNG,Manual,"48,000 kms"
2596,2018 Maruti Alto 800,VXI,3.25 Lakh,Petrol,Manual,"28,546 kms"
2597,2013 Maruti Swift,VDI,3.44 Lakh,Diesel,Manual,"38,000 kms"
2598,2017 Renault KWID,1.0 RXT Optional,2.83 Lakh,Petrol,Manual,"8,000 kms"
2599,2017 Maruti Alto 800,LXI,3.23 Lakh,Petrol,Manual,"35,000 kms"
2600,2011 Hyundai i20,1.2 Magna,2.43 Lakh,Petrol,Manual,"26,000 kms"
2601,2014 Honda Amaze,EX i-Vtech,3.54 Lakh,Petrol,Manual,"50,000 kms"
2602,2015 Honda Amaze,S i-Vtech,4.06 Lakh,Petrol,Manual,"58,000 kms"
2603,2014 Maruti Celerio,VXI,2.95 Lakh,Petrol,Manual,"42,000 kms"
2604,2011 Toyota Etios Liva,VX,2.45 Lakh,Petrol,Manual,"38,000 kms"
2605,2017 Volkswagen Ameo,1.2 MPI Trendline,4.43 Lakh,Petrol,Manual,"38,000 kms"
2606,2018 Maruti Baleno,1.3 Sigma,5.02 Lakh,Diesel,Manual,"37,391 kms"
2607,2021 Tata Harrier,XT plus,18.98 Lakh,Diesel,Manual,"65,000 kms"
2608,2014 Maruti Swift Dzire,VDI,4.11 Lakh,Diesel,Manual,"53,647 kms"
2609,2014 Maruti Alto K10,VXI,2.93 Lakh,Petrol,Manual,"90,153 kms"
2610,2021 MG Hector Plus,Sharp CVT,19.43 Lakh,Petrol,Automatic,"37,000 kms"
2611,2015 Mahindra XUV500,W6 2WD,6.93 Lakh,Diesel,Manual,"42,000 kms"
2612,2014 Toyota Etios Cross,1.4L VD,3.30 Lakh,Diesel,Manual,"26,000 kms"
2613,2014 Honda City,i VTEC SV,5.08 Lakh,Petrol,Manual,"37,352 kms"
2614,2015 Hyundai i20,Sportz 1.2,4.98 Lakh,Petrol,Manual,"37,000 kms"
2615,2013 Honda Amaze,EX i-Dtech,2.82 Lakh,Diesel,Manual,"17,442 kms"
2616,2018 Maruti Vitara Brezza,ZDi AMT,8.00 Lakh,Diesel,Automatic,"4,620 kms"
2617,2015 Hyundai i20,Asta 1.4 CRDi,4.68 Lakh,Diesel,Manual,"38,000 kms"
2618,2015 Maruti Alto 800,LXI,2.10 Lakh,Petrol,Manual,"15,000 kms"
2619,2020 Maruti Alto 800,VXI,3.63 Lakh,Petrol,Manual,"32,388 kms"
2620,2018 Hyundai Creta,1.4 E Plus,8.89 Lakh,Diesel,Manual,"67,023 kms"
2621,2013 Maruti Swift,VXI,3.11 Lakh,Petrol,Manual,"40,000 kms"
2622,2014 Honda City,i VTEC SV,4.98 Lakh,Petrol,Manual,"39,000 kms"
2623,2013 Renault Duster,85PS Diesel RxL,3.99 Lakh,Diesel,Manual,"55,000 kms"
2624,2017 Maruti Vitara Brezza,LDi,6.19 Lakh,Diesel,Manual,"24,000 kms"
2625,2014 Honda City,i DTEC SV,3.93 Lakh,Diesel,Manual,"31,000 kms"
2626,2018 Maruti Baleno,1.2 Delta,5.57 Lakh,Petrol,Manual,"55,200 kms"
2627,2015 Ford Ecosport,1.5 TDCi Ambiente BSIV,4.33 Lakh,Diesel,Manual,"32,168 kms"
2628,2018 Maruti Alto K10,VXI,3.56 Lakh,Petrol,Manual,"42,883 kms"
2629,2017 Tata Tiago,1.2 Revotron XT,3.78 Lakh,Petrol,Manual,"45,200 kms"
2630,2014 Honda Brio,S MT,2.98 Lakh,Petrol,Manual,"68,943 kms"
2631,2017 Hyundai Creta,1.6 CRDi AT S Plus,8.66 Lakh,Diesel,Automatic,"65,000 kms"
2632,2020 Maruti Baleno,Zeta,7.00 Lakh,Petrol,Manual,"49,000 kms"
2633,2019 Hyundai Venue,SX Plus Turbo DCT BSIV,9.86 Lakh,Petrol,Automatic,"36,000 kms"
2634,2018 Mahindra Marazzo,M6,9.89 Lakh,Diesel,Manual,"1,05,725 kms"
2635,2014 Honda Amaze,S i-Dtech,2.88 Lakh,Diesel,Manual,"31,497 kms"
2636,2018 Maruti Alto 800,LXI,2.83 Lakh,Petrol,Manual,"24,557 kms"
2637,2013 Honda Brio,S MT,2.78 Lakh,Petrol,Manual,"38,000 kms"
2638,2014 Maruti Swift Dzire,ZXI,3.99 Lakh,Petrol,Manual,"20,000 kms"
2639,2017 Maruti SX4 S Cross,DDiS 200 Zeta,5.74 Lakh,Diesel,Manual,"61,000 kms"
2640,2015 Hyundai i20,Magna 1.2,4.96 Lakh,Petrol,Manual,"35,278 kms"
2641,2018 Tata Tiago,1.2 Revotron XM,3.98 Lakh,Petrol,Manual,"22,000 kms"
2642,2016 Hyundai i20,Magna 1.2,5.02 Lakh,Petrol,Manual,"23,904 kms"
2643,2013 Renault Duster,85PS Diesel RxL Optional,3.33 Lakh,Diesel,Manual,"41,000 kms"
2644,2015 Maruti Swift,VXI,4.05 Lakh,Petrol,Manual,"1,20,000 kms"
2645,2016 Volkswagen Vento,1.2 TSI Highline AT,6.83 Lakh,Petrol,Automatic,"58,770 kms"
2646,2020 Skoda Rapid,1.0 TSI Style,10.20 Lakh,Petrol,Manual,"90,000 kms"
2647,2014 Hyundai i20,Asta 1.4 CRDi,3.48 Lakh,Diesel,Manual,"11,400 kms"
2648,2014 Maruti Alto K10,2010-2014 VXI,2.72 Lakh,Petrol,Manual,"79,402 kms"
2649,2014 Volkswagen Polo,1.2 MPI Comfortline,3.09 Lakh,Petrol,Manual,"38,000 kms"
2650,2016 Maruti Wagon R,LXI BS IV,3.75 Lakh,Petrol,Manual,"39,000 kms"
2651,2015 Honda Jazz,1.5 SV i DTEC,3.77 Lakh,Diesel,Manual,"32,632 kms"
2652,2016 Honda Jazz,1.2 SV i VTEC,4.83 Lakh,Petrol,Manual,"60,812 kms"
2653,2014 Honda City,i DTEC E,3.55 Lakh,Diesel,Manual,"5,000 kms"
2654,2015 Maruti Swift,VVT VXI,4.30 Lakh,Petrol,Manual,"28,500 kms"
2655,2017 Mahindra XUV500,W6 1.99 mHawk,8.35 Lakh,Diesel,Manual,"56,000 kms"
2656,2015 Mahindra XUV500,W6 2WD,6.23 Lakh,Diesel,Manual,"38,695 kms"
2657,2016 Honda Amaze,SX i-VTEC,4.81 Lakh,Petrol,Manual,"57,096 kms"
2658,2015 Renault KWID,RXL,2.22 Lakh,Petrol,Manual,"20,830 kms"
2659,2017 Tata Tiago,1.2 Revotron XZ,3.77 Lakh,Petrol,Manual,"61,000 kms"
2660,2017 Honda WR-V,i-VTEC S,6.56 Lakh,Petrol,Manual,"5,000 kms"
2661,2015 Maruti Swift,VXI,4.38 Lakh,Petrol,Manual,"65,000 kms"
2662,2015 Renault KWID,RXT,2.78 Lakh,Petrol,Manual,"64,000 kms"
2663,2017 Mahindra Thar,CRDe,7.36 Lakh,Diesel,Manual,"63,817 kms"
2664,2018 Maruti Ciaz,Zeta BSIV,8.22 Lakh,Petrol,Manual,"28,000 kms"
2665,2013 Maruti Swift Dzire,VDI,3.15 Lakh,Diesel,Manual,"24,900 kms"
2666,2015 Maruti Alto K10,LXI,2.37 Lakh,Petrol,Manual,"26,600 kms"
2667,2018 Toyota Corolla Altis,1.8 VL CVT,14.53 Lakh,Petrol,Automatic,"24,000 kms"
2668,2016 Maruti Ciaz,VDi Plus SHVS,4.95 Lakh,Diesel,Manual,"39,781 kms"
2669,2016 Honda City,i VTEC E,6.58 Lakh,Petrol,Manual,"36,671 kms"
2670,2016 Maruti Wagon R,LXI BS IV,3.43 Lakh,Petrol,Manual,"38,246 kms"
2671,2012 Honda City,V MT,3.75 Lakh,Petrol,Manual,"67,599 kms"
2672,2015 Maruti Wagon R,LXI BS IV,3.28 Lakh,Petrol,Manual,"30,000 kms"
2673,2017 Volkswagen Polo,1.2 MPI Comfortline,4.96 Lakh,Petrol,Manual,"52,000 kms"
2674,2019 Hyundai Venue,SX Plus Turbo DCT BSIV,10.40 Lakh,Petrol,Automatic,"49,000 kms"
2675,2020 Honda City,VX MT,11.23 Lakh,Petrol,Manual,"40,895 kms"
2676,2015 Maruti Swift,VDI BSIV,3.66 Lakh,Diesel,Manual,"28,000 kms"
2677,2019 MG Hector,Sharp AT BSIV,16.03 Lakh,Petrol,Automatic,"42,000 kms"
2678,2021 Renault Kiger,RXT AMT,8.05 Lakh,Petrol,Automatic,"48,000 kms"
2679,2019 Honda City,i-VTEC ZX,11.30 Lakh,Petrol,Manual,"90,000 kms"
2680,2021 Maruti Vitara Brezza,ZXI,10.28 Lakh,Petrol,Manual,"60,000 kms"
2681,2017 Maruti Swift,LXI Optional-O,4.38 Lakh,Petrol,Manual,"26,600 kms"
2682,2015 Honda Amaze,S i-Vtech,4.05 Lakh,Petrol,Manual,"54,000 kms"
2683,2017 Maruti Swift,VXI,5.04 Lakh,Petrol,Manual,"46,207 kms"
2684,2017 Ford Ecosport,1.5 Diesel Trend BSIV,5.43 Lakh,Diesel,Manual,"4,742 kms"
2685,2014 Maruti Swift,VDI BSIV,3.40 Lakh,Diesel,Manual,"10,502 kms"
2686,2014 Maruti Ciaz,ZDi Option,4.53 Lakh,Diesel,Manual,"49,593 kms"
2687,2018 Maruti Wagon R,LXI BS IV,4.37 Lakh,Petrol,Manual,"33,550 kms"
2688,2015 Maruti Swift,VDI BSIV,3.25 Lakh,Diesel,Manual,"11,382 kms"
2689,2018 Renault KWID,RXL,2.93 Lakh,Petrol,Manual,"42,207 kms"
2690,2011 Maruti Swift Dzire,1.2 ZXi BSIV,2.86 Lakh,Petrol,Manual,"29,000 kms"
2691,2018 Maruti Vitara Brezza,VDi,6.54 Lakh,Diesel,Manual,"70,000 kms"
2692,2017 Maruti Wagon R,LXI BS IV,3.86 Lakh,Petrol,Manual,"51,000 kms"
2693,2015 Hyundai i20,Magna 1.2,4.10 Lakh,Petrol,Manual,"85,200 kms"
2694,2017 Mahindra Scorpio,S11 BSIV,10.65 Lakh,Diesel,Manual,"22,000 kms"
2695,2013 Hyundai i20,Asta 1.4 CRDi,3.50 Lakh,Diesel,Manual,"60,000 kms"
2696,2016 Ford Ecosport,1.5 TDCi Titanium Plus BSIV,5.31 Lakh,Diesel,Manual,"42,231 kms"
2697,2015 Maruti Alto K10,VXI,2.38 Lakh,Petrol,Manual,"19,242 kms"
2698,2015 Honda City,i DTEC VX,5.33 Lakh,Diesel,Manual,"43,000 kms"
2699,2014 Renault Duster,85PS Diesel RxL,3.54 Lakh,Diesel,Manual,"1,08,000 kms"
2700,2015 Mahindra XUV500,W6 2WD,5.69 Lakh,Diesel,Manual,"56,400 kms"
2701,2013 Nissan Terrano,XL 110 PS,2.81 Lakh,Diesel,Manual,"53,000 kms"
2702,2021 Renault Kiger,RXL,6.71 Lakh,Petrol,Manual,"70,000 kms"
2703,2016 Datsun RediGO,T Option,2.02 Lakh,Petrol,Manual,"55,000 kms"
